









Frequency of observations in the selected location(s).:
Number of taxa: 	451

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Black Kite (<em class="sci">Milvus migrans</em>)	0.0136054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0408163	0.0	0.037037	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brahminy Kite (<em class="sci">Haliastur indus</em>)	0.0068027	0.0	0.0	0.0036364	0.0050761	0.0	0.0015	0.0	0.0029586	0.0015	0.0049751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006135	0.0	0.0107914	
White-bellied Sea-Eagle (<em class="sci">Icthyophaga leucogaster</em>)	0.0	0.0	0.005618	0.0036364	0.0050761	0.0	0.0	0.009009	0.0118343	0.0071942	0.0099502	0.0030864	0.0089686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010101	0.0	0.005988	0.0071942	
Lesser Fish-Eagle (<em class="sci">Icthyophaga humilis</em>)	0.0	0.0110497	0.011236	0.0036364	0.0050761	0.0050505	0.0059172	0.0045045	0.0029586	0.0107914	0.0049751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0125	0.0	0.030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0140845	0.0	0.0	0.0	0.0	0.030303	0.0	0.0179641	0.0107914	
Grey-headed Fish-Eagle (<em class="sci">Icthyophaga ichthyaetus</em>)	0.0544218	0.0441989	0.0561798	0.0545455	0.0507614	0.0353535	0.035503	0.036036	0.0443787	0.0107914	0.0149254	0.0123457	0.0179372	0.034188	0.025	0.0155039	0.0	0.0075758	0.0625	0.0291262	0.030303	0.037037	0.0	0.025641	0.0740741	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0625	0.0	0.0645161	0.0	0.025	0.028169	0.0377358	0.0105263	0.0510949	0.0212766	0.0909091	0.0306748	0.0838323	0.0647482	
Lesser/Grey-headed Fish-Eagle (<em class="sci">Icthyophaga humilis/ichthyaetus</em>)	0.0	0.0	0.005618	0.0072727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Grey-faced Buzzard (<em class="sci">Butastur indicus</em>)	0.0015	0.0	0.0015	0.0	0.0050761	0.010101	0.0118343	0.0045045	0.0088757	0.0179856	0.0199005	0.0015	0.0044843	0.0	0.0	0.0	0.0	0.0075758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.011976	0.0071942	
hawk sp. (<em class="sci">Accipitridae sp. (hawk sp.)</em>)	0.0068027	0.0	0.0	0.0036364	0.0	0.0	0.0059172	0.0045045	0.0029586	0.0	0.0	0.0030864	0.0	0.0	0.0	0.0077519	0.0	0.0075758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071942	
Eastern Barn Owl (<em class="sci">Tyto javanica</em>)	0.0	0.0	0.005618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Oriental Bay-Owl (<em class="sci">Phodilus badius</em>)	0.0136054	0.0055249	0.005618	0.0109091	0.0050761	0.0151515	0.0059172	0.0135135	0.0147929	0.0071942	0.0049751	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006135	0.0	0.0015	
Mountain Scops-Owl (<em class="sci">Otus spilocephalus</em>)	0.0	0.0	0.005618	0.0	0.0050761	0.0015	0.0	0.0045045	0.0	0.0	0.0	0.0	0.0	0.0	0.0125	0.0	0.0	0.0	0.0	0.0097087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011976	0.0035971	
Collared Scops-Owl (<em class="sci">Otus lettia</em>)	0.0544218	0.0441989	0.0561798	0.0545455	0.071066	0.0656566	0.112426	0.0720721	0.0621302	0.0323741	0.0348259	0.058642	0.0358744	0.034188	0.0625	0.0232558	0.025974	0.0606061	0.05	0.038835	0.030303	0.037037	0.0816327	0.025641	0.1111111	0.0909091	0.0454545	0.0454545	0.0	0.047619	0.0	0.0	0.0	0.137931	0.0	0.0015	0.0645161	0.0877193	0.0	0.084507	0.0188679	0.0631579	0.0656934	0.0957447	0.0505051	0.0613497	0.0359281	0.0467626	
Oriental Scops-Owl (<em class="sci">Otus sunia</em>)	0.0136054	0.0	0.005618	0.0109091	0.0	0.0	0.0	0.0045045	0.0059172	0.0	0.0015	0.0030864	0.0	0.008547	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0188679	0.0	0.0072993	0.0	0.0	0.0	0.0	0.0	
scops-owl sp. (<em class="sci">Otus sp.</em>)	0.0	0.0	0.0	0.0	0.0050761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buffy Fish-Owl (<em class="sci">Ketupa ketupu</em>)	0.0	0.0	0.0	0.0	0.0101523	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006135	0.0	0.0	
Brown Fish-Owl (<em class="sci">Ketupa zeylonensis</em>)	0.0068027	0.0110497	0.0393258	0.0036364	0.0015	0.020202	0.0118343	0.0135135	0.0	0.0015	0.0	0.0	0.0044843	0.0	0.0	0.0	0.0	0.0	0.0015	0.0097087	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010101	0.0	0.005988	0.0035971	
Tawny Fish-Owl (<em class="sci">Ketupa flavipes</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0049751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0140845	0.0	0.0	0.0072993	0.0015	0.0	0.0	0.0	0.0015	
Spot-bellied Eagle-Owl (<em class="sci">Ketupa nipalensis</em>)	0.0	0.0055249	0.0	0.0072727	0.0050761	0.0015	0.0015	0.0045045	0.0236686	0.0071942	0.0099502	0.0	0.0044843	0.008547	0.025	0.0077519	0.0	0.0	0.0	0.0	0.030303	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0344828	0.0	0.0	0.0	0.0	0.025	0.0140845	0.0188679	0.0105263	0.0	0.0015	0.0	0.006135	0.005988	0.0071942	
Asian Barred Owlet (<em class="sci">Glaucidium cuculoides</em>)	0.1292517	0.121547	0.1516854	0.1345455	0.2081218	0.1717172	0.1893491	0.1441441	0.1775148	0.2014388	0.1343284	0.132716	0.0986547	0.1196581	0.0875	0.0930233	0.1038961	0.1136364	0.1	0.1165049	0.1212121	0.0740741	0.1020408	0.1025641	0.0	0.2272727	0.0909091	0.0681818	0.0	0.0952381	0.25	0.1538462	0.0	0.1034483	0.0625	0.0625	0.1290323	0.0877193	0.05	0.0985915	0.1320755	0.1263158	0.1167883	0.1382979	0.2121212	0.1533742	0.1197605	0.1366906	
Collared Owlet (<em class="sci">Taenioptynx brodiei</em>)	0.0	0.0	0.0	0.0	0.0101523	0.0050505	0.0	0.0	0.0	0.0071942	0.0049751	0.0030864	0.0	0.0	0.0	0.0155039	0.0	0.0075758	0.0125	0.0	0.0	0.0	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0625	0.0	0.0322581	0.0175439	0.025	0.0140845	0.0015	0.0105263	0.0	0.0015	0.0	0.0	0.005988	0.0035971	
Brown Wood-Owl (<em class="sci">Strix leptogrammica</em>)	0.0	0.0	0.0	0.0036364	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0061728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown Boobook (<em class="sci">Ninox scutulata</em>)	0.0612245	0.0828729	0.1067416	0.0727273	0.0761421	0.1414141	0.183432	0.1171171	0.1213018	0.0791367	0.0895522	0.0740741	0.0762332	0.1111111	0.0875	0.1085271	0.0779221	0.0378788	0.025	0.038835	0.0606061	0.037037	0.0408163	0.025641	0.0	0.1363636	0.0909091	0.0227273	0.0	0.0	0.0	0.0769231	0.0	0.1034483	0.0	0.046875	0.0	0.0526316	0.0	0.0422535	0.0188679	0.0526316	0.0437956	0.0531915	0.010101	0.0552147	0.0479042	0.0647482	
owl sp. (<em class="sci">Strigiformes sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0125	0.0	0.0	0.0075758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Orange-breasted Trogon (<em class="sci">Harpactes oreskios</em>)	0.1292517	0.2154696	0.2752809	0.2509091	0.2436548	0.2676768	0.2544379	0.1981982	0.2130178	0.1978417	0.2089552	0.2006173	0.1300448	0.1880342	0.175	0.124031	0.1428571	0.1287879	0.175	0.0970874	0.0909091	0.0740741	0.0612245	0.0769231	0.1111111	0.0454545	0.2272727	0.0681818	0.25	0.047619	0.0015	0.2307692	0.2222222	0.137931	0.0625	0.171875	0.1612903	0.122807	0.125	0.1408451	0.0943396	0.0947368	0.1094891	0.2021277	0.1313131	0.1840491	0.1736527	0.1654676	
Red-headed Trogon (<em class="sci">Harpactes erythrocephalus</em>)	0.0	0.0220994	0.011236	0.0036364	0.0203046	0.010101	0.0177515	0.0135135	0.0118343	0.0215827	0.0248756	0.0277778	0.0044843	0.008547	0.025	0.0542636	0.012987	0.0075758	0.0375	0.0194175	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0227273	0.0	0.0	0.0	0.0	0.0	0.0344828	0.0	0.0	0.0	0.0175439	0.0015	0.0140845	0.0015	0.0	0.0145985	0.0106383	0.0015	0.006135	0.0	0.0035971	
Common Hoopoe (<em class="sci">Upupa epops</em>)	0.0680272	0.0994475	0.0955056	0.1636364	0.1573604	0.1414141	0.147929	0.1261261	0.1982249	0.1510791	0.1542289	0.191358	0.1300448	0.2307692	0.2125	0.2403101	0.1298701	0.2348485	0.175	0.1456311	0.0606061	0.1111111	0.0	0.025641	0.0	0.0	0.1818182	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0967742	0.0	0.0	0.0140845	0.0	0.0105263	0.0145985	0.0106383	0.020202	0.0306748	0.0179641	0.0395683	
Great Hornbill (<em class="sci">Buceros bicornis</em>)	0.0544218	0.0220994	0.0730337	0.0327273	0.0406091	0.0353535	0.0591716	0.0540541	0.0414201	0.0539568	0.0945274	0.0864198	0.0493274	0.025641	0.025	0.0387597	0.012987	0.0606061	0.025	0.0873786	0.0909091	0.0740741	0.0408163	0.0512821	0.0	0.0909091	0.0454545	0.0227273	0.0	0.047619	0.0	0.0769231	0.1111111	0.0689655	0.0	0.015625	0.0322581	0.0175439	0.025	0.0704225	0.0	0.0210526	0.0291971	0.0212766	0.0707071	0.0368098	0.0299401	0.0395683	
Oriental Pied-Hornbill (<em class="sci">Anthracoceros albirostris</em>)	0.3945578	0.3535912	0.4550562	0.3745455	0.4314721	0.4040404	0.4497041	0.3513514	0.3786982	0.3309353	0.4328358	0.382716	0.2690583	0.2307692	0.3	0.2093023	0.1818182	0.3409091	0.3625	0.3883495	0.3333333	0.1111111	0.3265306	0.2564103	0.2222222	0.4545455	0.5909091	0.3409091	0.5	0.1904762	0.75	0.3076923	0.4444444	0.2068966	0.1875	0.28125	0.3548387	0.245614	0.4	0.3943662	0.3584906	0.3263158	0.2773723	0.4148936	0.3030303	0.404908	0.4131737	0.3633094	
Wreathed Hornbill (<em class="sci">Rhyticeros undulatus</em>)	0.0068027	0.0055249	0.005618	0.0072727	0.0050761	0.0050505	0.0236686	0.009009	0.0029586	0.0107914	0.0049751	0.0123457	0.0015	0.008547	0.0015	0.0077519	0.012987	0.0151515	0.0	0.038835	0.0015	0.0015	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0344828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0212766	0.010101	0.0245399	0.0239521	0.0323741	
Blue-bearded Bee-eater (<em class="sci">Nyctyornis athertoni</em>)	0.1020408	0.1104972	0.1516854	0.1490909	0.1269036	0.1666667	0.1775148	0.1576577	0.1449704	0.1330935	0.1840796	0.1481481	0.1704036	0.2991453	0.225	0.1162791	0.1298701	0.280303	0.1625	0.223301	0.2727273	0.1481481	0.1632653	0.0769231	0.037037	0.1818182	0.0909091	0.0681818	0.0	0.0952381	0.25	0.1538462	0.3333333	0.3103448	0.0625	0.015625	0.1612903	0.1578947	0.15	0.2394366	0.1698113	0.1684211	0.1094891	0.2340426	0.1818182	0.1533742	0.1497006	0.147482	
Asian Green Bee-eater (<em class="sci">Merops orientalis</em>)	0.0068027	0.0	0.005618	0.0109091	0.0015	0.0252525	0.0177515	0.0045045	0.0207101	0.0035971	0.0049751	0.0030864	0.0224215	0.0	0.0125	0.0232558	0.012987	0.0	0.0	0.0	0.0	0.037037	0.0408163	0.0	0.0	0.0	0.0454545	0.0454545	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.015625	0.0	0.0	0.0015	0.0	0.0	0.0210526	0.0	0.0	0.010101	0.0	0.011976	0.0179856	
Blue-throated Bee-eater (<em class="sci">Merops viridis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0151515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010101	0.0	0.0	0.0	
Blue-tailed Bee-eater (<em class="sci">Merops philippinus</em>)	0.0204082	0.0110497	0.0015	0.0072727	0.0050761	0.0050505	0.0059172	0.0045045	0.0	0.0	0.0049751	0.0061728	0.0044843	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.25	0.0015	0.0	0.0	0.0	0.015625	0.0	0.0350877	0.05	0.0422535	0.0188679	0.0210526	0.0510949	0.0319149	0.030303	0.0306748	0.0239521	0.0179856	
Chestnut-headed Bee-eater (<em class="sci">Merops leschenaulti</em>)	0.0884354	0.0607735	0.0674157	0.0581818	0.0507614	0.1363636	0.0946746	0.0675676	0.0710059	0.0935252	0.0895522	0.0679012	0.0807175	0.0683761	0.1	0.1162791	0.038961	0.1212121	0.075	0.1941748	0.2121212	0.2962963	0.122449	0.025641	0.0	0.1363636	0.2272727	0.0454545	0.0	0.0952381	0.5	0.3076923	0.4444444	0.0689655	0.125	0.0625	0.1612903	0.1754386	0.125	0.2253521	0.1509434	0.1368421	0.1386861	0.212766	0.1212121	0.1472393	0.1437126	0.1402878	
bee-eater sp. (<em class="sci">Merops sp.</em>)	0.0	0.0	0.0	0.0	0.0050761	0.0050505	0.0015	0.0	0.0	0.0	0.0049751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0125	0.0	0.0	0.0	0.0	0.025641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0188679	0.0	0.0	0.0	0.010101	0.0122699	0.0	0.0035971	
Common Kingfisher (<em class="sci">Alcedo atthis</em>)	0.0952381	0.0828729	0.1292135	0.0763636	0.0862944	0.1060606	0.112426	0.0765766	0.0857988	0.0647482	0.0945274	0.0462963	0.0269058	0.034188	0.05	0.0077519	0.0	0.0075758	0.0125	0.0097087	0.0	0.037037	0.0	0.0	0.0	0.0	0.0909091	0.0227273	0.25	0.0	0.0015	0.0769231	0.0	0.0	0.1875	0.015625	0.1290323	0.1052632	0.1	0.056338	0.0754717	0.0210526	0.1167883	0.0957447	0.0909091	0.1349693	0.1017964	0.1690647	
Blue-eared Kingfisher (<em class="sci">Alcedo meninting</em>)	0.0204082	0.0220994	0.005618	0.0290909	0.0203046	0.0454545	0.0118343	0.009009	0.0147929	0.0143885	0.0099502	0.0185185	0.0089686	0.0	0.0375	0.0232558	0.025974	0.0227273	0.0625	0.0	0.0909091	0.0015	0.0204082	0.025641	0.0	0.0	0.0454545	0.0227273	0.0	0.0	0.0	0.0769231	0.1111111	0.0344828	0.0	0.0	0.0015	0.0	0.0	0.0140845	0.0188679	0.0105263	0.0072993	0.0106383	0.030303	0.0245399	0.011976	0.0215827	
Black-backed Dwarf-Kingfisher (<em class="sci">Ceyx erithaca</em>)	0.0136054	0.0165746	0.005618	0.0109091	0.0101523	0.010101	0.0059172	0.0	0.0147929	0.0035971	0.0015	0.0030864	0.0044843	0.0	0.0	0.0	0.0	0.0075758	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1363636	0.0	0.0	0.0	0.0	0.0	0.0	0.1034483	0.0	0.0	0.0	0.0	0.0	0.0140845	0.0188679	0.0	0.0	0.0106383	0.0	0.006135	0.0	0.0035971	
Banded Kingfisher (<em class="sci">Lacedo pulchella</em>)	0.0204082	0.0883978	0.0842697	0.0909091	0.1319797	0.1212121	0.147929	0.0900901	0.0828402	0.1223022	0.1343284	0.1388889	0.0896861	0.1111111	0.1125	0.1317829	0.1038961	0.1439394	0.1	0.1165049	0.1515152	0.0740741	0.0816327	0.0015	0.0740741	0.0909091	0.0909091	0.0454545	0.0	0.047619	0.25	0.0769231	0.1111111	0.1034483	0.125	0.03125	0.0	0.0877193	0.075	0.1408451	0.0943396	0.0421053	0.0437956	0.1276596	0.1111111	0.1165644	0.0598802	0.0827338	
Stork-billed Kingfisher (<em class="sci">Pelargopsis capensis</em>)	0.0340136	0.0552486	0.1123596	0.08	0.0659898	0.1161616	0.0650888	0.0540541	0.0710059	0.0611511	0.1144279	0.0555556	0.0762332	0.0598291	0.0375	0.0387597	0.0519481	0.1060606	0.1875	0.2135922	0.1515152	0.1111111	0.1428571	0.0769231	0.1481481	0.1818182	0.2272727	0.0909091	0.0	0.0952381	0.25	0.0	0.0	0.0689655	0.125	0.0	0.0322581	0.0175439	0.05	0.084507	0.0188679	0.0736842	0.0583942	0.0106383	0.0909091	0.0490798	0.0658683	0.1007194	
Ruddy Kingfisher (<em class="sci">Halcyon coromanda</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-throated Kingfisher (<em class="sci">Halcyon smyrnensis</em>)	0.2721088	0.2651934	0.2921348	0.3418182	0.319797	0.2828283	0.3136095	0.2972973	0.3579882	0.352518	0.3631841	0.308642	0.2869955	0.2564103	0.2625	0.3953488	0.2207792	0.3484848	0.3625	0.3495146	0.4848485	0.2962963	0.3469388	0.1794872	0.2592593	0.5	0.5454545	0.3863636	0.5	0.1904762	0.75	0.3076923	0.3333333	0.2068966	0.625	0.40625	0.3870968	0.3333333	0.3	0.4084507	0.3018868	0.2631579	0.2116788	0.287234	0.3333333	0.3128834	0.2215569	0.2913669	
Black-capped Kingfisher (<em class="sci">Halcyon pileata</em>)	0.0272109	0.038674	0.0280899	0.0218182	0.0304569	0.0757576	0.0177515	0.0045045	0.0118343	0.0107914	0.0199005	0.0277778	0.0134529	0.0	0.0	0.0077519	0.0	0.0	0.0	0.0097087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0175439	0.0015	0.028169	0.0188679	0.0210526	0.0291971	0.0319149	0.1111111	0.0674847	0.0479042	0.0503597	
Collared Kingfisher (<em class="sci">Todiramphus chloris</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075758	0.0	0.0	0.0	0.0	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pied Kingfisher (<em class="sci">Ceryle rudis</em>)	0.0680272	0.0552486	0.0674157	0.0654545	0.0761421	0.040404	0.0591716	0.036036	0.0295858	0.0359712	0.0696517	0.0092593	0.0493274	0.017094	0.05	0.0155039	0.025974	0.0227273	0.025	0.1165049	0.1515152	0.0740741	0.0	0.025641	0.037037	0.0909091	0.1818182	0.0454545	0.0	0.047619	0.0	0.0769231	0.1111111	0.1034483	0.0015	0.078125	0.0322581	0.0175439	0.025	0.028169	0.0566038	0.0315789	0.0656934	0.0425532	0.010101	0.0184049	0.1017964	0.0899281	
Indochinese Roller (<em class="sci">Coracias affinis</em>)	0.2312925	0.1767956	0.2078652	0.2254545	0.2081218	0.2323232	0.2307692	0.1891892	0.2307692	0.1510791	0.2039801	0.1790123	0.161435	0.1025641	0.15	0.1627907	0.1168831	0.0454545	0.1625	0.2427184	0.1818182	0.1851852	0.1428571	0.025641	0.1481481	0.0909091	0.1818182	0.2045455	0.5	0.0952381	0.0	0.0015	0.4444444	0.1724138	0.125	0.171875	0.1612903	0.1403509	0.225	0.2253521	0.1509434	0.2315789	0.1751825	0.2021277	0.2222222	0.208589	0.1796407	0.2230216	
Dollarbird (<em class="sci">Eurystomus orientalis</em>)	0.1972789	0.3093923	0.3426966	0.2945455	0.3350254	0.3686869	0.2899408	0.2882883	0.3313609	0.2985612	0.3283582	0.3796296	0.2331839	0.2991453	0.3125	0.2325581	0.2727273	0.3787879	0.3625	0.3883495	0.4242424	0.2962963	0.3265306	0.1538462	0.1111111	0.2727273	0.4090909	0.1363636	0.25	0.047619	0.0015	0.1538462	0.5555556	0.2413793	0.375	0.296875	0.3548387	0.3508772	0.4	0.3943662	0.5849057	0.4	0.2627737	0.3829787	0.3333333	0.3251534	0.2035928	0.2122302	
Coppersmith Barbet (<em class="sci">Psilopogon haemacephalus</em>)	0.1428571	0.2651934	0.3033708	0.2690909	0.3096447	0.2323232	0.2426036	0.2297297	0.2544379	0.2589928	0.1741294	0.2283951	0.2197309	0.2478632	0.15	0.1937984	0.1298701	0.2954545	0.2375	0.2038835	0.1212121	0.037037	0.1020408	0.0769231	0.0740741	0.1363636	0.1363636	0.1136364	0.0	0.047619	0.5	0.1538462	0.3333333	0.137931	0.125	0.15625	0.0322581	0.1052632	0.025	0.0422535	0.1320755	0.1157895	0.1240876	0.106383	0.2323232	0.190184	0.2215569	0.2410072	
Blue-eared Barbet (<em class="sci">Psilopogon cyanotis</em>)	0.2312925	0.320442	0.4213483	0.3381818	0.4568528	0.3434343	0.3846154	0.2477477	0.3136095	0.3705036	0.4179104	0.3302469	0.2959641	0.2905983	0.1875	0.2015504	0.2077922	0.3636364	0.1875	0.2427184	0.2424242	0.037037	0.1428571	0.1282051	0.2592593	0.1818182	0.3181818	0.1363636	0.25	0.0952381	0.25	0.0769231	0.1111111	0.137931	0.1875	0.140625	0.0015	0.0877193	0.15	0.1690141	0.1320755	0.2105263	0.2408759	0.212766	0.2222222	0.2208589	0.2215569	0.2482014	
Red-vented Barbet (<em class="sci">Psilopogon lagrandieri</em>)	0.0068027	0.0	0.0337079	0.0145455	0.035533	0.040404	0.035503	0.045045	0.0207101	0.0143885	0.0298507	0.0185185	0.0089686	0.017094	0.0375	0.0310078	0.0	0.0227273	0.0375	0.0194175	0.030303	0.0	0.0204082	0.0	0.0	0.0454545	0.0	0.0227273	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0422535	0.0188679	0.0105263	0.0072993	0.0425532	0.030303	0.0306748	0.011976	0.0251799	
Green-eared Barbet (<em class="sci">Psilopogon faiostrictus</em>)	0.1632653	0.2154696	0.3146067	0.2690909	0.3096447	0.2777778	0.3786982	0.2747748	0.387574	0.3705036	0.2686567	0.3117284	0.2869955	0.2991453	0.3	0.2403101	0.2337662	0.3712121	0.25	0.2330097	0.2121212	0.0740741	0.1836735	0.1025641	0.1111111	0.1363636	0.2727273	0.1590909	0.25	0.0952381	0.5	0.1538462	0.2222222	0.2068966	0.25	0.25	0.0967742	0.1929825	0.125	0.1830986	0.2830189	0.1578947	0.1532847	0.287234	0.2323232	0.2944785	0.245509	0.205036	
