









Frequency of observations in the selected location(s).:
Number of taxa: 	123

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	10.0	10.0	6.0	4.0	5.0	4.0	8.0	5.0	5.0	6.0	5.0	9.0	6.0	7.0	9.0	12.0	7.0	5.0	6.0	14.0	8.0	5.0	3.0	8.0	3.0	7.0	4.0	7.0	2.0	3.0	4.0	7.0	6.0	7.0	4.0	8.0	5.0	4.0	6.0	9.0	6.0	11.0	8.0	5.0	13.0	9.0	5.0	9.0	

Peregrine Falcon (<em class="sci">Falco peregrinus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
diurnal raptor sp. (<em class="sci">Accipitriformes/Falconiformes sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0833333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-tailed Black-Cockatoo (<em class="sci">Zanda funerea</em>)	0.7	0.5	1.0	0.75	1.0	0.75	0.75	0.8	0.8	0.5	0.6	0.4444444	0.5	0.1428571	0.5555556	0.1666667	0.2857143	0.4	0.0	0.0714286	0.125	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.125	0.2	0.5	0.8333333	0.6666667	1.0	0.6363636	0.625	0.6	0.8461538	0.8888889	0.8	0.3333333	
Galah (<em class="sci">Eolophus roseicapilla</em>)	0.1	0.3	0.3333333	0.0	0.4	0.25	0.0	0.4	0.2	0.5	0.2	0.1111111	0.1666667	0.1428571	0.0	0.1666667	0.2857143	0.4	0.5	0.2142857	0.375	0.0	0.3333333	0.25	0.0	0.4285714	0.75	0.1428571	0.5	0.6666667	0.0	0.2857143	0.1666667	0.1428571	0.0015	0.25	0.4	0.5	0.3333333	0.1111111	0.3333333	0.0909091	0.25	0.8	0.2307692	0.2222222	0.4	0.2222222	
Little Corella (<em class="sci">Cacatua sanguinea</em>)	0.2	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0769231	0.0	0.0	0.0	
Long-billed Corella (<em class="sci">Cacatua tenuirostris</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	
corella sp. (<em class="sci">Cacatua sp. (corella sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sulphur-crested Cockatoo (<em class="sci">Cacatua galerita</em>)	0.6	0.5	1.0	0.75	1.0	1.0	0.75	0.6	0.6	0.3333333	1.0	0.6666667	0.6666667	0.2857143	0.4444444	0.5	0.7142857	0.8	0.6666667	0.7142857	0.75	0.4	0.6666667	0.625	0.0	0.7142857	0.75	0.5714286	0.5	0.3333333	0.25	0.7142857	0.8333333	0.8571429	0.75	0.75	0.6	0.75	0.6666667	0.6666667	0.8333333	0.8181818	0.75	1.0	0.7692308	1.0	0.8	0.6666667	
Crimson Rosella (<em class="sci">Platycercus elegans</em>)	0.9	0.8	1.0	0.75	0.8	0.75	0.625	1.0	0.8	0.5	0.8	0.7777778	0.5	1.0	1.0	0.75	1.0	0.8	1.0	0.7857143	0.875	1.0	1.0	0.75	1.0	0.8571429	1.0	1.0	1.0	0.6666667	1.0	1.0	0.8333333	1.0	1.0	1.0	1.0	1.0	1.0	0.6666667	1.0	0.9090909	0.875	0.6	1.0	0.8888889	0.8	0.6666667	
Eastern Rosella (<em class="sci">Platycercus eximius</em>)	0.0015	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0015	0.1428571	0.1111111	0.0	0.1428571	0.2	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.2857143	0.0	0.0	0.0	0.0	0.5	0.1428571	0.3333333	0.1428571	0.0	0.125	0.0	0.25	0.5	0.2222222	0.0	0.0909091	0.0	0.0015	0.0769231	0.0	0.0	0.2222222	
Red-rumped Parrot (<em class="sci">Psephotus haematonotus</em>)	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Purple-crowned Lorikeet (<em class="sci">Psitteuteles porphyrocephalus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.25	0.0	0.1666667	0.0	0.25	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0909091	0.0	0.0	0.0769231	0.3333333	0.0	0.0	
Musk Lorikeet (<em class="sci">Trichoglossus concinnus</em>)	0.2	0.1	0.3333333	0.25	0.4	0.0	0.125	0.6	0.4	0.0	0.2	0.0	0.0	0.0	0.0	0.0833333	0.2857143	0.0	0.1666667	0.2142857	0.0	0.0	0.3333333	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.2857143	0.3333333	0.0	0.0	0.125	0.0	0.0	0.3333333	0.1111111	0.3333333	0.0015	0.125	0.0	0.2307692	0.3333333	0.4	0.2222222	
Rainbow Lorikeet (<em class="sci">Trichoglossus moluccanus</em>)	0.7	0.5	0.6666667	0.75	0.6	0.5	0.75	0.6	0.8	0.5	0.8	0.7777778	0.6666667	0.7142857	0.6666667	0.75	0.7142857	0.8	1.0	0.8571429	1.0	1.0	1.0	0.875	0.3333333	0.8571429	1.0	0.5714286	0.5	0.6666667	1.0	0.7142857	0.8333333	0.7142857	0.75	0.75	0.4	0.75	1.0	0.6666667	1.0	0.5454545	0.5	1.0	0.8461538	0.7777778	0.6	0.4444444	
parrot sp. (<em class="sci">Psittaciformes sp. (parrot sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	
White-throated Treecreeper (<em class="sci">Cormobates leucophaea</em>)	0.5	0.6	1.0	0.75	0.8	1.0	0.375	1.0	0.8	0.3333333	0.4	0.6666667	0.8333333	0.4285714	0.6666667	0.5	0.7142857	0.6	0.8333333	0.6428571	0.5	0.8	1.0	0.75	0.6666667	0.5714286	1.0	0.7142857	0.5	0.6666667	0.75	0.5714286	0.5	0.8571429	0.25	0.625	0.4	0.5	0.8333333	0.5555556	1.0	0.7272727	0.625	0.4	0.7692308	0.8888889	0.8	0.3333333	
Superb Fairywren (<em class="sci">Malurus cyaneus</em>)	0.7	0.8	1.0	0.75	1.0	0.75	0.75	0.8	0.8	0.6666667	1.0	0.7777778	0.6666667	0.7142857	0.8888889	1.0	0.8571429	0.8	1.0	0.7857143	1.0	1.0	0.6666667	0.625	0.6666667	0.7142857	1.0	1.0	1.0	0.3333333	0.75	0.8571429	0.8333333	0.8571429	1.0	1.0	0.8	1.0	1.0	0.7777778	0.8333333	0.8181818	0.875	0.6	0.8461538	0.8888889	0.8	0.4444444	
fairywren sp. (<em class="sci">Malurus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Spinebill (<em class="sci">Acanthorhynchus tenuirostris</em>)	0.5	0.6	1.0	0.5	0.8	0.75	0.375	0.8	0.6	0.5	0.4	0.3333333	0.3333333	0.2857143	0.4444444	0.4166667	0.7142857	0.4	0.8333333	0.5714286	0.625	0.8	1.0	0.875	0.6666667	0.7142857	0.75	0.4285714	0.0	0.6666667	0.25	0.1428571	0.6666667	0.5714286	0.0	0.375	0.4	0.25	0.5	0.5555556	0.8333333	0.3636364	0.5	0.2	0.4615385	0.7777778	0.4	0.1111111	
Yellow-faced Honeyeater (<em class="sci">Caligavis chrysops</em>)	0.5	0.5	0.6666667	0.25	0.4	0.5	0.25	0.4	0.4	0.3333333	0.6	0.4444444	0.3333333	0.5714286	0.7777778	0.25	0.5714286	0.4	0.5	0.5	0.625	0.8	0.3333333	0.875	0.3333333	0.2857143	0.75	0.1428571	1.0	1.0	0.75	0.5714286	0.6666667	0.1428571	0.0015	0.625	0.4	0.75	0.6666667	0.5555556	0.6666667	0.7272727	0.375	0.6	0.6923077	0.5555556	0.6	0.5555556	
Noisy Miner (<em class="sci">Manorina melanocephala</em>)	0.1	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.1111111	0.0015	0.0015	0.0	0.0833333	0.0	0.0	0.1666667	0.0015	0.0	0.0	0.0	0.125	0.0	0.2857143	0.25	0.0	0.0	0.0	0.25	0.0	0.1666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.1538462	0.0	0.0	0.3333333	
Little Wattlebird (<em class="sci">Anthochaera chrysoptera</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.2	0.0	0.0714286	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1428571	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0769231	0.1111111	0.0	0.0	
Red Wattlebird (<em class="sci">Anthochaera carunculata</em>)	0.6	0.5	0.8333333	0.5	0.6	1.0	0.625	0.4	0.6	0.1666667	0.6	0.4444444	0.5	0.4285714	1.0	0.6666667	0.5714286	0.4	0.8333333	0.5714286	0.875	0.8	1.0	0.625	0.3333333	0.7142857	0.75	0.8571429	1.0	0.6666667	1.0	0.8571429	0.8333333	0.5714286	0.5	0.875	0.2	0.75	0.8333333	0.5555556	0.8333333	0.5454545	0.625	0.8	0.6923077	0.6666667	0.6	0.3333333	
White-plumed Honeyeater (<em class="sci">Ptilotula penicillata</em>)	0.0	0.1	0.1666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333	0.125	0.0	0.2857143	0.0	0.0	0.0	0.0	0.25	0.1428571	0.0	0.2857143	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	
Crescent Honeyeater (<em class="sci">Phylidonyris pyrrhopterus</em>)	0.3	0.4	0.8333333	0.75	0.8	0.75	0.375	0.6	0.8	0.5	0.4	0.6666667	0.5	0.7142857	0.7777778	0.25	0.7142857	0.8	0.8333333	0.5	0.5	0.8	1.0	0.625	1.0	0.7142857	0.75	0.5714286	1.0	0.6666667	1.0	0.4285714	0.6666667	0.7142857	0.75	0.625	0.2	0.5	0.6666667	0.4444444	1.0	0.5454545	0.25	0.4	0.4615385	0.5555556	0.4	0.3333333	
New Holland Honeyeater (<em class="sci">Phylidonyris novaehollandiae</em>)	0.4	0.6	0.8333333	0.25	0.4	0.25	0.5	0.6	0.4	0.6666667	0.6	0.3333333	0.3333333	0.7142857	0.5555556	0.4166667	0.5714286	0.4	0.8333333	0.4285714	0.75	0.4	0.6666667	0.75	1.0	0.7142857	1.0	0.8571429	1.0	0.6666667	1.0	0.7142857	0.5	0.8571429	0.75	0.75	0.2	0.75	0.8333333	0.5555556	0.5	0.6363636	0.375	0.4	0.6923077	0.2222222	0.4	0.1111111	
White-naped Honeyeater (<em class="sci">Melithreptus lunatus</em>)	0.1	0.2	0.3333333	0.0	0.0015	0.0	0.0	0.4	0.2	0.3333333	0.0015	0.0	0.1666667	0.2857143	0.3333333	0.0833333	0.5714286	0.6	0.1666667	0.2142857	0.5	0.0	0.3333333	0.5	0.3333333	0.4285714	0.5	0.0	0.0	0.3333333	0.5	0.2857143	0.3333333	0.2857143	0.25	0.125	0.0	0.0	0.3333333	0.4444444	0.3333333	0.5454545	0.25	0.4	0.3846154	0.3333333	0.0	0.0	
Brown-headed Honeyeater (<em class="sci">Melithreptus brevirostris</em>)	0.0	0.0	0.5	0.25	0.0	0.25	0.0	0.0	0.4	0.3333333	0.2	0.2222222	0.1666667	0.1428571	0.2222222	0.0833333	0.2857143	0.2	0.3333333	0.1428571	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.3333333	0.0	0.0	0.1666667	0.1428571	0.0	0.0	0.0	0.0	0.3333333	0.2222222	0.3333333	0.3636364	0.125	0.0	0.1538462	0.3333333	0.2	0.0	
Spotted Pardalote (<em class="sci">Pardalotus punctatus</em>)	0.1	0.1	0.1666667	0.0	0.2	0.25	0.0	0.0	0.0	0.3333333	0.0	0.2222222	0.1666667	0.1428571	0.3333333	0.0833333	0.2857143	0.6	0.3333333	0.1428571	0.25	0.0	0.0	0.0	0.3333333	0.2857143	0.0	0.1428571	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.1666667	0.2222222	0.3333333	0.0	0.125	0.2	0.0769231	0.3333333	0.0	0.0	
Striated Pardalote (<em class="sci">Pardalotus striatus</em>)	0.7	0.5	1.0	0.75	0.4	0.5	0.375	0.6	0.6	0.1666667	0.4	0.6666667	0.5	0.2857143	0.4444444	0.3333333	0.5714286	0.6	0.8333333	0.6428571	0.375	0.6	0.3333333	0.75	0.3333333	0.1428571	0.5	0.2857143	1.0	0.3333333	0.75	0.7142857	0.6666667	0.7142857	0.5	0.75	0.4	0.75	0.8333333	0.5555556	1.0	0.7272727	0.625	0.6	0.7692308	0.8888889	0.6	0.5555556	
Chestnut-rumped Heathwren (<em class="sci">Hylacola pyrrhopygia</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.1666667	0.0	0.1111111	0.0	0.1428571	0.2	0.0	0.2142857	0.125	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0769231	0.0	0.0	0.0	
Weebill (<em class="sci">Smicrornis brevirostris</em>)	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	
White-browed Scrubwren (<em class="sci">Sericornis frontalis</em>)	0.3	0.2	0.5	0.25	0.6	0.5	0.375	0.4	0.4	0.3333333	0.2	0.4444444	0.5	0.5714286	0.4444444	0.4166667	0.7142857	0.4	0.6666667	0.7142857	0.625	0.4	0.3333333	0.5	0.3333333	0.1428571	0.5	0.7142857	0.5	0.6666667	0.75	0.5714286	0.8333333	0.5714286	0.5	0.5	0.4	0.25	0.5	0.6666667	0.6666667	0.3636364	0.625	0.2	0.4615385	0.4444444	0.0	0.1111111	
Yellow-rumped Thornbill (<em class="sci">Acanthiza chrysorrhoa</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.125	0.0	0.3333333	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow Thornbill (<em class="sci">Acanthiza nana</em>)	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0015	0.0	0.2	0.0	0.125	0.0	0.1428571	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0769231	0.0	0.0	0.0	
Striated Thornbill (<em class="sci">Acanthiza lineata</em>)	0.5	0.2	1.0	0.5	0.8	0.75	0.5	0.6	0.6	0.6666667	0.4	0.3333333	0.3333333	0.2857143	0.7777778	0.3333333	0.7142857	0.4	0.8333333	0.7142857	0.625	0.8	0.6666667	0.75	0.6666667	0.4285714	0.25	0.5714286	0.5	0.6666667	0.5	0.1428571	0.5	0.4285714	0.75	0.375	0.2	0.5	0.6666667	0.5555556	0.6666667	0.5454545	0.375	0.0	0.6153846	0.7777778	0.4	0.2222222	
Brown Thornbill (<em class="sci">Acanthiza pusilla</em>)	0.3	0.3	0.8333333	0.5	0.8	0.75	0.375	0.8	0.8	0.5	0.6	0.5555556	0.3333333	0.4285714	0.6666667	0.4166667	0.4285714	0.4	0.8333333	0.7142857	0.375	0.6	0.3333333	0.5	0.3333333	0.4285714	0.75	0.2857143	0.5	0.3333333	0.0	0.1428571	0.5	0.5714286	0.0	0.375	0.4	0.25	0.3333333	0.3333333	0.8333333	0.6363636	0.25	0.2	0.4615385	0.8888889	0.2	0.2222222	
Buff-rumped Thornbill (<em class="sci">Acanthiza reguloides</em>)	0.2	0.2	0.5	0.5	0.4	0.5	0.25	0.6	0.4	0.3333333	0.4	0.3333333	0.5	0.2857143	0.3333333	0.0833333	0.2857143	0.4	0.5	0.1428571	0.25	0.4	0.3333333	0.25	0.3333333	0.1428571	0.0	0.0	0.0	0.0	0.25	0.0	0.1666667	0.0	0.0	0.0	0.2	0.25	0.1666667	0.1111111	0.1666667	0.1818182	0.25	0.0	0.0769231	0.3333333	0.4	0.1111111	
thornbill sp. (<em class="sci">Acanthiza sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	
Black-faced Cuckooshrike (<em class="sci">Coracina novaehollandiae</em>)	0.2	0.4	0.5	0.25	0.6	0.5	0.25	0.0	0.4	0.1666667	0.2	0.0	0.1666667	0.0	0.1111111	0.0833333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.1428571	0.0	0.0	0.2	0.25	0.3333333	0.2222222	0.5	0.2727273	0.125	0.0	0.3846154	0.4444444	0.6	0.2222222	
White-winged Triller (<em class="sci">Lalage tricolor</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Varied Sittella (<em class="sci">Daphoenositta chrysoptera</em>)	0.1	0.1	0.1666667	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.2222222	0.0	0.0	0.2222222	0.0833333	0.0	0.0	0.0	0.0714286	0.0	0.0	0.0	0.0	0.3333333	0.1428571	0.25	0.1428571	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.25	0.0	0.2222222	0.0	0.0909091	0.125	0.0	0.1538462	0.1111111	0.0	0.1111111	
Grey Shrikethrush (<em class="sci">Colluricincla harmonica</em>)	0.5	0.4	0.5	0.5	0.2	0.5	0.125	0.4	0.4	0.1666667	0.2	0.2222222	0.3333333	0.1428571	0.5555556	0.25	0.4285714	0.8	0.5	0.5	0.375	0.2	0.6666667	0.25	0.0	0.1428571	0.5	0.2857143	0.0	0.3333333	0.75	0.4285714	0.6666667	0.4285714	0.25	0.625	0.4	0.5	0.8333333	0.5555556	0.8333333	0.4545455	0.375	0.6	0.6153846	0.6666667	0.4	0.2222222	
Golden Whistler (<em class="sci">Pachycephala pectoralis</em>)	0.6	0.3	0.5	0.25	0.2	0.5	0.25	0.6	0.8	0.1666667	0.2	0.3333333	0.3333333	0.1428571	0.5555556	0.0833333	0.4285714	0.4	0.6666667	0.5	0.375	0.2	0.6666667	0.5	0.0	0.2857143	0.5	0.7142857	0.0	0.0	0.25	0.5714286	0.5	0.2857143	0.25	0.5	0.6	0.25	0.5	0.5555556	0.6666667	0.4545455	0.375	0.2	0.6153846	0.7777778	0.6	0.1111111	
Rufous Whistler (<em class="sci">Pachycephala rufiventris</em>)	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857143	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.25	0.1428571	0.0	0.0	0.25	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0769231	0.0	0.0	0.0	
Dusky Woodswallow (<em class="sci">Artamus cyanopterus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.2	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.1666667	0.0	0.0	0.0015	0.0	0.0	0.0769231	0.0	0.0	0.0	
Australian Magpie (<em class="sci">Gymnorhina tibicen</em>)	0.7	0.3	0.5	0.5	0.6	1.0	0.5	1.0	0.6	0.6666667	0.6	0.2222222	0.3333333	0.4285714	0.6666667	0.75	0.7142857	0.4	0.8333333	0.5714286	1.0	0.6	0.6666667	0.5	0.3333333	0.5714286	1.0	0.4285714	1.0	0.3333333	0.5	0.8571429	0.5	0.8571429	0.25	0.625	0.4	0.5	0.5	0.6666667	0.8333333	0.5454545	0.625	0.6	0.6923077	0.5555556	0.6	0.5555556	
Grey Currawong (<em class="sci">Strepera versicolor</em>)	0.7	0.5	0.6666667	1.0	1.0	0.75	0.625	0.8	1.0	0.5	0.8	0.4444444	0.6666667	0.4285714	0.8888889	0.75	0.7142857	0.6	1.0	0.7857143	0.75	0.8	1.0	1.0	1.0	0.8571429	0.75	1.0	1.0	0.6666667	0.5	0.7142857	0.6666667	1.0	0.5	0.875	0.8	0.5	1.0	0.4444444	0.8333333	0.8181818	0.75	0.4	0.7692308	0.8888889	0.6	0.5555556	
Willie Wagtail (<em class="sci">Rhipidura leucophrys</em>)	0.0	0.2	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.1111111	0.0833333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.25	0.5714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1538462	0.0	0.0	0.0	
Grey Fantail (<em class="sci">Rhipidura albiscapa</em>)	0.9	0.6	1.0	0.75	1.0	0.75	0.75	1.0	0.8	0.6666667	0.8	1.0	0.6666667	0.7142857	0.8888889	0.5	0.4285714	0.6	0.8333333	0.2857143	0.375	0.4	0.3333333	0.5	0.6666667	0.4285714	0.5	0.1428571	0.0	0.0	1.0	0.5714286	0.6666667	0.7142857	0.5	1.0	0.6	0.75	1.0	0.6666667	0.6666667	0.9090909	0.75	0.4	0.4615385	0.6666667	0.4	0.4444444	
Magpie-lark (<em class="sci">Grallina cyanoleuca</em>)	0.1	0.1	0.3333333	0.0	0.2	0.0	0.5	0.0	0.2	0.0	0.0015	0.2222222	0.0	0.1428571	0.3333333	0.1666667	0.2857143	0.0	0.0	0.0714286	0.0	0.2	0.0	0.0	0.0	0.1428571	0.5	0.1428571	0.5	0.0	0.25	0.2857143	0.0	0.4285714	0.5	0.125	0.0	0.5	0.1666667	0.0	0.0	0.0	0.25	0.4	0.3076923	0.0	0.0	0.2222222	
Little Raven (<em class="sci">Corvus mellori</em>)	0.4	0.2	0.8333333	0.25	0.4	0.75	0.75	0.8	0.8	0.6666667	1.0	0.4444444	0.6666667	0.5714286	0.7777778	0.6666667	0.4285714	0.8	0.8333333	0.5714286	0.875	0.8	0.6666667	0.625	0.6666667	0.5714286	0.75	0.8571429	1.0	0.6666667	0.25	0.8571429	0.8333333	0.7142857	0.5	1.0	0.2	0.75	0.6666667	0.6666667	1.0	0.6363636	0.375	0.6	0.7692308	0.6666667	1.0	0.4444444	
crow/raven sp. (<em class="sci">Corvus sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Scarlet Robin (<em class="sci">Petroica boodang</em>)	0.1	0.2	0.3333333	0.0	0.6	0.25	0.25	0.6	0.4	0.1666667	0.4	0.5555556	0.1666667	0.1428571	0.5555556	0.3333333	0.2857143	0.6	0.5	0.3571429	0.125	0.2	0.3333333	0.375	0.3333333	0.2857143	0.5	0.2857143	0.0	0.0	0.25	0.4285714	0.3333333	0.1428571	0.0	0.125	0.2	0.25	0.5	0.3333333	0.5	0.2727273	0.375	0.0	0.3076923	0.4444444	0.2	0.1111111	
