









Frequency of observations in the selected location(s).:
Number of taxa: 	279

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	64.0	29.0	30.0	53.0	39.0	37.0	36.0	34.0	20.0	22.0	27.0	49.0	31.0	37.0	47.0	41.0	40.0	33.0	19.0	35.0	42.0	32.0	34.0	41.0	21.0	36.0	34.0	22.0	23.0	22.0	22.0	54.0	43.0	41.0	38.0	48.0	82.0	48.0	69.0	107.0	45.0	49.0	31.0	27.0	20.0	35.0	23.0	81.0	

Australian Spotted Crake (<em class="sci">Porzana fluminea</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0434783	0.0123457	
Dusky Moorhen (<em class="sci">Gallinula tenebrosa</em>)	0.125	0.0344828	0.0	0.0188679	0.025641	0.1891892	0.0555556	0.1176471	0.05	0.0909091	0.037037	0.0612245	0.0	0.027027	0.0212766	0.0487805	0.175	0.0	0.0526316	0.0285714	0.047619	0.0625	0.0	0.0731707	0.2380952	0.1388889	0.2058824	0.2272727	0.173913	0.0909091	0.1363636	0.0925926	0.1162791	0.0731707	0.2105263	0.1041667	0.0365854	0.1875	0.0	0.0560748	0.0666667	0.0408163	0.1612903	0.1111111	0.15	0.1428571	0.2173913	0.0864198	
Eurasian Coot (<em class="sci">Fulica atra</em>)	0.15625	0.0689655	0.0333333	0.0188679	0.025641	0.1621622	0.0555556	0.0294118	0.15	0.0909091	0.1851852	0.1020408	0.0967742	0.027027	0.0	0.0243902	0.125	0.0015	0.0	0.0	0.0238095	0.03125	0.0588235	0.1219512	0.047619	0.1111111	0.2647059	0.3181818	0.1304348	0.0909091	0.0454545	0.0925926	0.1395349	0.0731707	0.1052632	0.0416667	0.0487805	0.125	0.0	0.0280374	0.0666667	0.0612245	0.0967742	0.1481481	0.15	0.2	0.0869565	0.0740741	
Australasian Swamphen (<em class="sci">Porphyrio melanotus</em>)	0.046875	0.0344828	0.0	0.0	0.025641	0.0	0.0277778	0.0588235	0.0	0.0454545	0.037037	0.0408163	0.0	0.027027	0.0212766	0.0487805	0.025	0.0	0.0	0.0285714	0.0	0.03125	0.0294118	0.0	0.047619	0.0555556	0.0882353	0.2727273	0.0869565	0.0909091	0.0	0.0555556	0.0697674	0.0487805	0.0526316	0.0416667	0.0121951	0.0416667	0.0	0.0093458	0.0444444	0.0	0.0322581	0.037037	0.05	0.0857143	0.0434783	0.037037	
Baillon's Crake (<em class="sci">Zapornia pusilla</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotless Crake (<em class="sci">Zapornia tabuensis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03125	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brolga (<em class="sci">Antigone rubicunda</em>)	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pied Stilt (<em class="sci">Himantopus leucocephalus</em>)	0.015625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0277778	0.0	0.0	0.0	0.0	0.0	0.0185185	0.0	0.0	0.0	0.0	0.0121951	0.0	0.0	0.0	0.0	0.0	0.0322581	0.0	0.0	0.0	0.0	0.0	
Black-fronted Dotterel (<em class="sci">Thinornis melanops</em>)	0.015625	0.0	0.0333333	0.0377358	0.025641	0.027027	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.027027	0.0	0.0015	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0909091	0.0454545	0.0	0.0	0.0	0.0263158	0.0208333	0.0487805	0.0833333	0.057971	0.0093458	0.0222222	0.0	0.0322581	0.0	0.0	0.0285714	0.0	0.0123457	
Banded Lapwing (<em class="sci">Vanellus tricolor</em>)	0.0	0.0344828	0.0333333	0.0	0.025641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0434783	0.0015	0.0	0.0	0.0232558	0.0243902	0.0	0.0	0.0	0.0	0.0	0.0	0.0444444	0.0	0.0322581	0.037037	0.0	0.0571429	0.0	0.0	
Masked Lapwing (<em class="sci">Vanellus miles</em>)	0.109375	0.0689655	0.1666667	0.0943396	0.1025641	0.1891892	0.0833333	0.0882353	0.15	0.0909091	0.1111111	0.122449	0.0322581	0.0540541	0.106383	0.0731707	0.225	0.1818182	0.0526316	0.0857143	0.1190476	0.25	0.1176471	0.195122	0.0952381	0.3055556	0.3235294	0.2727273	0.2173913	0.0909091	0.1363636	0.1851852	0.0232558	0.1219512	0.3157895	0.1041667	0.1707317	0.0833333	0.173913	0.0841121	0.0015	0.1020408	0.1290323	0.1481481	0.05	0.0857143	0.0434783	0.1111111	
Red-kneed Dotterel (<em class="sci">Erythrogonys cinctus</em>)	0.0	0.0	0.0333333	0.0188679	0.0	0.027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Latham's Snipe (<em class="sci">Gallinago hardwickii</em>)	0.0	0.0	0.0333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0322581	0.0	0.0	0.0	0.0	0.0123457	
Sharp-tailed Sandpiper (<em class="sci">Calidris acuminata</em>)	0.0	0.0	0.0333333	0.0188679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Little Buttonquail (<em class="sci">Turnix velox</em>)	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0322581	0.0	0.0	0.0	0.0	0.0	
Red-chested Buttonquail (<em class="sci">Turnix pyrrhothorax</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0322581	0.0	0.0	0.0	0.0	0.0	
Painted Buttonquail (<em class="sci">Turnix varius</em>)	0.015625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0232558	0.0	0.0	0.0	0.0	0.0	0.0	0.0373832	0.0	0.0408163	0.0	0.0	0.0	0.0	0.0	0.0	
Australasian Grebe (<em class="sci">Tachybaptus novaehollandiae</em>)	0.109375	0.0344828	0.1	0.0754717	0.0512821	0.2162162	0.0277778	0.1176471	0.15	0.1363636	0.1851852	0.122449	0.0967742	0.0810811	0.0425532	0.0487805	0.3	0.0	0.1052632	0.0285714	0.0714286	0.0625	0.0882353	0.0731707	0.047619	0.1944444	0.2352941	0.3181818	0.2608696	0.1363636	0.0454545	0.0740741	0.0930233	0.0731707	0.0789474	0.0833333	0.0609756	0.1458333	0.0434783	0.0280374	0.0888889	0.0408163	0.1612903	0.1111111	0.1	0.1142857	0.0434783	0.0617284	
Hoary-headed Grebe (<em class="sci">Poliocephalus poliocephalus</em>)	0.0	0.0	0.0	0.0188679	0.025641	0.027027	0.0	0.0	0.0	0.0454545	0.0	0.0204082	0.0322581	0.027027	0.0212766	0.0	0.075	0.0	0.0	0.0	0.0	0.0	0.0	0.0243902	0.0	0.0	0.0294118	0.0454545	0.0	0.0	0.0	0.0185185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
Australasian/Hoary-headed Grebe (<em class="sci">Tachybaptus novaehollandiae/Poliocephalus poliocephalus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	
Great Crested Grebe (<em class="sci">Podiceps cristatus</em>)	0.03125	0.0344828	0.0333333	0.0	0.0	0.027027	0.0	0.0	0.1	0.0	0.0	0.0204082	0.0322581	0.0	0.0	0.0	0.075	0.0015	0.0	0.0	0.0	0.0	0.0	0.0243902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0185185	0.0232558	0.0	0.0263158	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0322581	0.0	0.0	0.0571429	0.0	0.0	
Australasian Darter (<em class="sci">Anhinga novaehollandiae</em>)	0.0	0.0	0.0333333	0.0	0.0	0.027027	0.0277778	0.0294118	0.0	0.0454545	0.0	0.0408163	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0294118	0.0	0.0	0.0277778	0.0294118	0.0454545	0.0	0.0454545	0.0	0.0185185	0.0	0.0	0.0526316	0.0	0.0121951	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.05	0.0285714	0.0434783	0.0123457	
Little Pied Cormorant (<em class="sci">Microcarbo melanoleucos</em>)	0.046875	0.0344828	0.0333333	0.0188679	0.025641	0.0540541	0.0555556	0.0882353	0.1	0.0909091	0.0740741	0.0816327	0.0645161	0.027027	0.0212766	0.0243902	0.2	0.030303	0.1578947	0.0571429	0.0238095	0.09375	0.0294118	0.0243902	0.0952381	0.0833333	0.0882353	0.0454545	0.2173913	0.0454545	0.0	0.037037	0.0232558	0.0	0.0789474	0.0208333	0.0365854	0.0625	0.0	0.0280374	0.0444444	0.0204082	0.0645161	0.037037	0.05	0.1142857	0.0434783	0.0617284	
Great Cormorant (<em class="sci">Phalacrocorax carbo</em>)	0.03125	0.0344828	0.0333333	0.0188679	0.025641	0.0540541	0.0277778	0.0294118	0.0	0.0	0.0	0.0015	0.0322581	0.027027	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0243902	0.047619	0.0	0.0294118	0.0454545	0.0869565	0.0	0.0	0.037037	0.0465116	0.0243902	0.1315789	0.0	0.0487805	0.0416667	0.0	0.0	0.0	0.0	0.0645161	0.037037	0.0015	0.0571429	0.0	0.0123457	
Little Black Cormorant (<em class="sci">Phalacrocorax sulcirostris</em>)	0.078125	0.0344828	0.0333333	0.0188679	0.025641	0.0810811	0.0277778	0.0294118	0.1	0.0909091	0.037037	0.0204082	0.0967742	0.0	0.0212766	0.0243902	0.125	0.0015	0.0	0.0571429	0.0238095	0.0	0.0015	0.0	0.047619	0.0277778	0.1176471	0.0	0.0869565	0.0	0.0454545	0.037037	0.0465116	0.0731707	0.0526316	0.0208333	0.0731707	0.0	0.0289855	0.0186916	0.0444444	0.0204082	0.0322581	0.1481481	0.1	0.0857143	0.0869565	0.0740741	
Glossy Ibis (<em class="sci">Plegadis falcinellus</em>)	0.0	0.0	0.0333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Australian White Ibis (<em class="sci">Threskiornis molucca</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03125	0.0	0.0	0.0	0.0277778	0.0	0.0	0.0434783	0.0	0.0	0.0	0.0232558	0.0	0.0	0.0208333	0.0	0.0	0.0	0.0093458	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0123457	
Straw-necked Ibis (<em class="sci">Threskiornis spinicollis</em>)	0.109375	0.0344828	0.0015	0.0754717	0.0512821	0.1351351	0.1111111	0.0882353	0.1	0.0909091	0.0740741	0.122449	0.0322581	0.0015	0.0638298	0.1463415	0.225	0.0909091	0.1578947	0.0	0.0015	0.1875	0.0588235	0.0243902	0.0952381	0.25	0.2058824	0.2272727	0.1304348	0.0454545	0.0909091	0.1111111	0.0465116	0.097561	0.2105263	0.1041667	0.0365854	0.1041667	0.0434783	0.0280374	0.0	0.0816327	0.0645161	0.1851852	0.1	0.0857143	0.0434783	0.0493827	
Royal Spoonbill (<em class="sci">Platalea regia</em>)	0.0	0.0	0.0	0.0	0.0	0.027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-billed Spoonbill (<em class="sci">Platalea flavipes</em>)	0.0	0.0	0.0	0.0	0.0	0.027027	0.0	0.0	0.0015	0.0	0.0	0.0	0.0322581	0.0	0.0015	0.0	0.025	0.0	0.0	0.0	0.0	0.03125	0.0015	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263158	0.0	0.0	0.0416667	0.0144928	0.0	0.0	0.0	0.0	0.0	0.0	0.0285714	0.0	0.0	
Australasian Bittern (<em class="sci">Botaurus poiciloptilus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0144928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black Bittern (<em class="sci">Botaurus flavicollis</em>)	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Nankeen Night Heron (<em class="sci">Nycticorax caledonicus</em>)	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123457	
White-faced Heron (<em class="sci">Egretta novaehollandiae</em>)	0.171875	0.137931	0.1333333	0.0943396	0.0769231	0.1621622	0.0833333	0.1176471	0.0015	0.0909091	0.1851852	0.2040816	0.1935484	0.027027	0.1276596	0.097561	0.225	0.1212121	0.1052632	0.0857143	0.047619	0.21875	0.1764706	0.097561	0.1428571	0.25	0.3529412	0.1818182	0.173913	0.0454545	0.0909091	0.1296296	0.0930233	0.1463415	0.1578947	0.0625	0.0853659	0.1875	0.0724638	0.0280374	0.0666667	0.0408163	0.0967742	0.0740741	0.15	0.1428571	0.1304348	0.1851852	
Eastern Cattle-Egret (<em class="sci">Ardea coromanda</em>)	0.0	0.0	0.0	0.0	0.0	0.0540541	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0322581	0.0	0.0	0.0015	0.05	0.0	0.0015	0.0285714	0.0	0.03125	0.0588235	0.0731707	0.0	0.0277778	0.0882353	0.0015	0.1304348	0.0454545	0.0	0.0185185	0.0015	0.0	0.0789474	0.0	0.0243902	0.0	0.0	0.0280374	0.0222222	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	
White-necked Heron (<em class="sci">Ardea pacifica</em>)	0.0625	0.0	0.0333333	0.0566038	0.025641	0.027027	0.0277778	0.0	0.05	0.0454545	0.0	0.0408163	0.0322581	0.0	0.0425532	0.0243902	0.0	0.0	0.0015	0.0	0.047619	0.0625	0.0588235	0.0243902	0.0	0.0015	0.0882353	0.0909091	0.1304348	0.1363636	0.0015	0.0185185	0.0465116	0.0487805	0.0263158	0.0208333	0.0365854	0.125	0.0434783	0.0186916	0.0222222	0.0204082	0.0967742	0.1111111	0.1	0.0285714	0.0	0.0123457	
Great Egret (<em class="sci">Ardea alba</em>)	0.015625	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0322581	0.0	0.0	0.0243902	0.05	0.0	0.0	0.0	0.0	0.0625	0.0	0.0	0.0	0.0277778	0.0	0.1818182	0.0	0.0454545	0.0	0.037037	0.0465116	0.0487805	0.0	0.0208333	0.0121951	0.0416667	0.0	0.0	0.0	0.0204082	0.0322581	0.0	0.0	0.0571429	0.0	0.0123457	
Plumed Egret (<em class="sci">Ardea plumifera</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0434783	0.0	0.0	0.0	0.0	0.0243902	0.0	0.0	0.0121951	0.0208333	0.0	0.0	0.0	0.0	0.0322581	0.0	0.0	0.0	0.0	0.0	
Australian Pelican (<em class="sci">Pelecanus conspicillatus</em>)	0.03125	0.0	0.0333333	0.0015	0.0	0.0540541	0.0277778	0.0	0.05	0.0454545	0.0	0.0204082	0.0	0.0015	0.0	0.0	0.1	0.0015	0.0	0.0285714	0.0	0.03125	0.0	0.0	0.0	0.0555556	0.0882353	0.0454545	0.1304348	0.0	0.0	0.037037	0.0	0.0243902	0.1052632	0.0208333	0.0609756	0.0625	0.0144928	0.0280374	0.0222222	0.0204082	0.0322581	0.037037	0.05	0.0571429	0.0434783	0.0	
Black-shouldered Kite (<em class="sci">Elanus axillaris</em>)	0.046875	0.0	0.0333333	0.0754717	0.025641	0.1351351	0.0277778	0.0882353	0.0015	0.0015	0.1481481	0.1632653	0.0322581	0.1081081	0.1276596	0.097561	0.175	0.030303	0.0	0.0857143	0.0952381	0.125	0.1470588	0.1707317	0.047619	0.1111111	0.3235294	0.1818182	0.3043478	0.0909091	0.0454545	0.1666667	0.0232558	0.1463415	0.1315789	0.0208333	0.0609756	0.125	0.0869565	0.0373832	0.0222222	0.0816327	0.0645161	0.1851852	0.1	0.0857143	0.0015	0.0493827	
Pacific Baza (<em class="sci">Aviceda subcristata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-breasted Buzzard (<em class="sci">Hamirostra melanosternon</em>)	0.0	0.0	0.0	0.0188679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Square-tailed Kite (<em class="sci">Lophoictinia isura</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0232558	0.0	0.0	0.0	0.0015	0.0	0.0	0.0093458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Little Eagle (<em class="sci">Hieraaetus morphnoides</em>)	0.0	0.0	0.0	0.0188679	0.0015	0.0	0.0277778	0.0	0.0015	0.0909091	0.0015	0.0204082	0.0015	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0454545	0.0	0.0185185	0.0465116	0.0243902	0.0263158	0.0015	0.0121951	0.0208333	0.0144928	0.0093458	0.0015	0.0	0.0	0.0	0.0015	0.0285714	0.0	0.0246914	
Wedge-tailed Eagle (<em class="sci">Aquila audax</em>)	0.078125	0.1034483	0.1	0.1509434	0.1282051	0.1351351	0.1388889	0.2058824	0.05	0.1818182	0.1111111	0.2653061	0.0967742	0.2162162	0.2340426	0.195122	0.275	0.1818182	0.1052632	0.1714286	0.1428571	0.1875	0.1176471	0.1707317	0.1428571	0.2222222	0.2941176	0.1363636	0.2608696	0.0909091	0.1818182	0.2037037	0.0232558	0.1219512	0.2105263	0.1875	0.1219512	0.25	0.1449275	0.1214953	0.1777778	0.1632653	0.1612903	0.1481481	0.1	0.1428571	0.1304348	0.2222222	
Collared Sparrowhawk (<em class="sci">Tachyspiza cirrocephala</em>)	0.015625	0.0	0.0015	0.0	0.0	0.0	0.0277778	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0212766	0.0	0.05	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0465116	0.0243902	0.0	0.0	0.0121951	0.0	0.0144928	0.0093458	0.0222222	0.0	0.0	0.037037	0.0	0.0	0.0	0.0246914	
Grey Goshawk (<em class="sci">Tachyspiza novaehollandiae</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0238095	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0263158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown Goshawk (<em class="sci">Tachyspiza fasciata</em>)	0.03125	0.0	0.0	0.0377358	0.0	0.0	0.0277778	0.0	0.0	0.0015	0.1111111	0.0015	0.0	0.0015	0.0	0.0487805	0.075	0.0	0.0526316	0.0285714	0.0	0.0	0.0	0.0243902	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0909091	0.0185185	0.0232558	0.0487805	0.0015	0.0208333	0.0243902	0.0833333	0.0434783	0.0093458	0.0444444	0.0204082	0.0322581	0.0	0.0015	0.0	0.0	0.0123457	
Collared Sparrowhawk/Brown Goshawk (<em class="sci">Tachyspiza cirrocephala/fasciata</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0243902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	
Swamp Harrier (<em class="sci">Circus approximans</em>)	0.0	0.0344828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Spotted Harrier (<em class="sci">Circus assimilis</em>)	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0015	0.0	0.0	0.0015	0.030303	0.0	0.0	0.0	0.0	0.0	0.0243902	0.0015	0.0277778	0.0294118	0.0	0.0434783	0.0	0.0909091	0.0185185	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0408163	0.0	0.0	0.0	0.0	0.0434783	0.0	
Black Kite (<em class="sci">Milvus migrans</em>)	0.046875	0.0	0.0	0.0015	0.025641	0.0540541	0.0277778	0.0	0.0015	0.0454545	0.037037	0.0612245	0.0015	0.027027	0.0	0.0243902	0.05	0.030303	0.0015	0.0015	0.0238095	0.0015	0.0	0.0	0.0	0.0015	0.0882353	0.0454545	0.0434783	0.0454545	0.0454545	0.037037	0.0	0.0243902	0.1578947	0.0208333	0.0121951	0.0208333	0.0015	0.0186916	0.0222222	0.0015	0.0	0.0740741	0.0015	0.0015	0.0015	0.037037	
Whistling Kite (<em class="sci">Haliastur sphenurus</em>)	0.03125	0.0	0.0	0.0015	0.0	0.027027	0.0015	0.0294118	0.0	0.0454545	0.037037	0.0204082	0.0	0.0015	0.0212766	0.0731707	0.05	0.0	0.0526316	0.0	0.0015	0.0	0.0	0.0015	0.047619	0.0277778	0.0882353	0.0454545	0.0015	0.0	0.0454545	0.0740741	0.0232558	0.0	0.0263158	0.0	0.0121951	0.0208333	0.0144928	0.0093458	0.0	0.0204082	0.0322581	0.037037	0.05	0.0	0.0	0.0246914	
