









Frequency of observations in the selected location(s).:
Number of taxa: 	279

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Sample Size:	64.0	29.0	30.0	53.0	39.0	37.0	36.0	34.0	20.0	22.0	27.0	49.0	31.0	37.0	47.0	41.0	40.0	33.0	19.0	35.0	42.0	32.0	34.0	41.0	21.0	36.0	34.0	22.0	23.0	22.0	22.0	54.0	43.0	41.0	38.0	48.0	82.0	48.0	69.0	107.0	45.0	49.0	31.0	27.0	20.0	35.0	23.0	81.0	

White-bellied Sea-Eagle (<em class="sci">Icthyophaga leucogaster</em>)	0.0015	0.0	0.0333333	0.0	0.0	0.027027	0.0277778	0.0	0.0	0.0015	0.0	0.0015	0.0322581	0.0015	0.0212766	0.0731707	0.15	0.0606061	0.0	0.0285714	0.0238095	0.0625	0.0015	0.0243902	0.047619	0.0277778	0.0294118	0.0	0.0869565	0.0	0.0	0.0015	0.0015	0.0243902	0.0263158	0.0208333	0.0609756	0.0625	0.0144928	0.0280374	0.0222222	0.0015	0.0645161	0.037037	0.0015	0.0285714	0.0	0.0246914	
hawk sp. (<em class="sci">Accipitridae sp. (hawk sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sooty Owl (<em class="sci">Tyto tenebricosa</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eastern Barn Owl (<em class="sci">Tyto javanica</em>)	0.0015	0.0	0.0015	0.0	0.0015	0.0	0.0277778	0.0882353	0.0	0.0	0.0015	0.0204082	0.0	0.027027	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.03125	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0015	0.0232558	0.0015	0.0	0.0	0.0015	0.0	0.0144928	0.0186916	0.0015	0.0204082	0.0	0.0	0.0	0.0	0.0434783	0.0015	
Powerful Owl (<em class="sci">Ninox strenua</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Barking Owl (<em class="sci">Ninox connivens</em>)	0.015625	0.0	0.0333333	0.0	0.025641	0.0	0.0	0.0294118	0.05	0.0454545	0.0	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0465116	0.0	0.0	0.0	0.0015	0.0015	0.0434783	0.0373832	0.0222222	0.0612245	0.0	0.0	0.0	0.0	0.0434783	0.0	
Australian Boobook (<em class="sci">Ninox boobook</em>)	0.015625	0.0344828	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0	0.0015	0.0	0.0	0.0212766	0.0015	0.025	0.0	0.0	0.0015	0.0238095	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0015	0.0909091	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0144928	0.0	0.0015	0.0204082	0.0	0.037037	0.05	0.0285714	0.0	0.0015	
Rainbow Bee-eater (<em class="sci">Merops ornatus</em>)	0.1875	0.0689655	0.0333333	0.0377358	0.1025641	0.0	0.0	0.0882353	0.1	0.0454545	0.2222222	0.0204082	0.0	0.027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0185185	0.1395349	0.195122	0.1842105	0.1875	0.2560976	0.2291667	0.2028986	0.1121495	0.2	0.1428571	0.0967742	0.1481481	0.15	0.1714286	0.2173913	0.2098765	
Azure Kingfisher (<em class="sci">Ceyx azureus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0588235	0.0	0.0	0.0	0.0	0.0322581	0.0	0.0	0.0	0.0	0.0	0.0	0.0285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0	0.0263158	0.0	0.0	0.0	0.0	0.0093458	0.0	0.0204082	0.0645161	0.037037	0.0	0.0	0.0	0.0123457	
Laughing Kookaburra (<em class="sci">Dacelo novaeguineae</em>)	0.296875	0.3448276	0.1666667	0.3396226	0.3333333	0.2162162	0.1388889	0.2647059	0.25	0.1818182	0.2222222	0.2040816	0.2580645	0.1891892	0.1489362	0.2682927	0.275	0.2121212	0.2631579	0.2571429	0.1904762	0.21875	0.1470588	0.1707317	0.1904762	0.1666667	0.3235294	0.2727273	0.3478261	0.4090909	0.2272727	0.4444444	0.255814	0.195122	0.3157895	0.1666667	0.2439024	0.2708333	0.2318841	0.1775701	0.2	0.2857143	0.1935484	0.2222222	0.35	0.3714286	0.2173913	0.345679	
Red-backed Kingfisher (<em class="sci">Todiramphus pyrrhopygius</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sacred Kingfisher (<em class="sci">Todiramphus sanctus</em>)	0.078125	0.1034483	0.1	0.0754717	0.1282051	0.1081081	0.0277778	0.0588235	0.0	0.0015	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0465116	0.0	0.0263158	0.0833333	0.1219512	0.2083333	0.0869565	0.1121495	0.1555556	0.0612245	0.0322581	0.1481481	0.1	0.1142857	0.0434783	0.1604938	
Dollarbird (<em class="sci">Eurystomus orientalis</em>)	0.109375	0.0689655	0.0333333	0.1320755	0.1025641	0.0540541	0.0277778	0.0294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263158	0.0	0.0487805	0.0416667	0.0869565	0.1028037	0.0888889	0.122449	0.0645161	0.1111111	0.15	0.0857143	0.3043478	0.1851852	
Nankeen Kestrel (<em class="sci">Falco cenchroides</em>)	0.125	0.0689655	0.0333333	0.1698113	0.1025641	0.1891892	0.0833333	0.0294118	0.05	0.1363636	0.1481481	0.1020408	0.1290323	0.1621622	0.212766	0.2195122	0.3	0.2121212	0.1052632	0.0571429	0.1190476	0.34375	0.1764706	0.1463415	0.1904762	0.3055556	0.4117647	0.1818182	0.2173913	0.1363636	0.2272727	0.3148148	0.1627907	0.0487805	0.2894737	0.125	0.1829268	0.1666667	0.1304348	0.1121495	0.1555556	0.2040816	0.1612903	0.2962963	0.2	0.2285714	0.2173913	0.2345679	
Australian Hobby (<em class="sci">Falco longipennis</em>)	0.0015	0.0344828	0.0	0.0377358	0.0015	0.027027	0.0	0.0015	0.05	0.0015	0.0	0.0204082	0.0645161	0.0540541	0.0015	0.0243902	0.1	0.0606061	0.0526316	0.0285714	0.0238095	0.0015	0.0294118	0.0015	0.0	0.0833333	0.0294118	0.0454545	0.0	0.0	0.0	0.0185185	0.0015	0.0	0.0263158	0.0	0.0121951	0.0	0.0144928	0.0015	0.0222222	0.0	0.0322581	0.0	0.05	0.0015	0.0434783	0.0246914	
Brown Falcon (<em class="sci">Falco berigora</em>)	0.046875	0.0	0.0015	0.0566038	0.0512821	0.0015	0.0833333	0.0015	0.0015	0.0454545	0.0015	0.0816327	0.0322581	0.0810811	0.0425532	0.0243902	0.075	0.030303	0.0526316	0.0015	0.0238095	0.09375	0.0588235	0.0731707	0.0952381	0.0833333	0.1764706	0.2272727	0.173913	0.0454545	0.0909091	0.0555556	0.0465116	0.0243902	0.0789474	0.1041667	0.0365854	0.0625	0.0289855	0.0015	0.0444444	0.0015	0.1290323	0.037037	0.05	0.0015	0.0434783	0.0740741	
Black Falcon (<em class="sci">Falco subniger</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0294118	0.0015	0.0	0.037037	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0015	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0434783	0.0	0.0	0.0	0.0	0.0	0.0263158	0.0015	0.0121951	0.0	0.0144928	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0123457	
Peregrine Falcon (<em class="sci">Falco peregrinus</em>)	0.0	0.0	0.0333333	0.0188679	0.025641	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0212766	0.0487805	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0882353	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0208333	0.0144928	0.0280374	0.0666667	0.0	0.0322581	0.0015	0.05	0.0	0.0	0.0015	
diurnal raptor sp. (<em class="sci">Accipitriformes/Falconiformes sp.</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-tailed Black-Cockatoo (<em class="sci">Zanda funerea</em>)	0.046875	0.0	0.0333333	0.0754717	0.0512821	0.027027	0.1111111	0.0015	0.0	0.1818182	0.0	0.0204082	0.0322581	0.0540541	0.0212766	0.0731707	0.025	0.0	0.0	0.0571429	0.0238095	0.03125	0.0	0.0243902	0.0952381	0.0	0.0294118	0.0	0.0869565	0.0015	0.0	0.0185185	0.0232558	0.0	0.0	0.0015	0.0121951	0.0208333	0.0144928	0.0093458	0.0222222	0.0204082	0.0322581	0.0	0.1	0.0	0.0015	0.0617284	
Glossy Black-Cockatoo (<em class="sci">Calyptorhynchus lathami</em>)	0.0	0.0	0.0666667	0.0	0.0769231	0.0	0.0277778	0.0588235	0.0	0.0	0.0	0.0	0.0	0.0	0.0212766	0.0015	0.0015	0.0	0.0015	0.0015	0.0238095	0.0	0.0	0.0	0.0	0.0277778	0.0	0.0015	0.0	0.0015	0.0	0.0185185	0.0232558	0.0	0.0	0.0	0.0	0.0208333	0.0	0.0186916	0.0222222	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0123457	
Cockatiel (<em class="sci">Nymphicus hollandicus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0454545	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0204082	0.0	0.0	0.0	0.0	0.0	0.0015	
Galah (<em class="sci">Eolophus roseicapilla</em>)	0.390625	0.2068966	0.2333333	0.3584906	0.0512821	0.3243243	0.1944444	0.4117647	0.35	0.3181818	0.3333333	0.3265306	0.3225806	0.4864865	0.4042553	0.3902439	0.45	0.4545455	0.4736842	0.3142857	0.2380952	0.375	0.4117647	0.3414634	0.2857143	0.5555556	0.6470588	0.4090909	0.5217391	0.5	0.4545455	0.6296296	0.4651163	0.4390244	0.6315789	0.5208333	0.402439	0.4375	0.3768116	0.3738318	0.5111111	0.3877551	0.4193548	0.6296296	0.45	0.3142857	0.4782609	0.308642	
Little Corella (<em class="sci">Cacatua sanguinea</em>)	0.21875	0.0689655	0.0666667	0.1320755	0.0512821	0.1081081	0.0555556	0.0882353	0.1	0.0454545	0.0740741	0.122449	0.1612903	0.0810811	0.212766	0.097561	0.275	0.2121212	0.0526316	0.0571429	0.0714286	0.1875	0.1470588	0.0731707	0.2380952	0.2222222	0.4411765	0.1818182	0.3478261	0.1363636	0.1818182	0.2777778	0.0930233	0.1219512	0.3947368	0.1666667	0.1829268	0.125	0.115942	0.0934579	0.1555556	0.122449	0.2580645	0.2962963	0.25	0.2285714	0.2173913	0.1975309	
Long-billed Corella (<em class="sci">Cacatua tenuirostris</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0232558	0.0	0.0	0.0	0.0	0.0	0.0	0.0093458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0246914	
corella sp. (<em class="sci">Cacatua sp. (corella sp.)</em>)	0.0	0.0689655	0.0333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	
Sulphur-crested Cockatoo (<em class="sci">Cacatua galerita</em>)	0.25	0.1034483	0.3	0.2830189	0.1538462	0.2432432	0.25	0.1470588	0.3	0.2727273	0.3703704	0.1836735	0.2258065	0.2432432	0.2978723	0.1219512	0.35	0.4242424	0.1578947	0.2285714	0.1904762	0.34375	0.1764706	0.3170732	0.1428571	0.4166667	0.2941176	0.4090909	0.5652174	0.2272727	0.5454545	0.3888889	0.4651163	0.2439024	0.5	0.3541667	0.4146341	0.2916667	0.3188406	0.364486	0.4444444	0.244898	0.1935484	0.2962963	0.4	0.0571429	0.1304348	0.3333333	
Australian King-Parrot (<em class="sci">Alisterus scapularis</em>)	0.21875	0.0689655	0.2	0.2264151	0.0769231	0.1621622	0.1944444	0.2647059	0.1	0.1818182	0.0740741	0.1836735	0.0967742	0.1351351	0.3617021	0.1707317	0.2	0.4545455	0.1578947	0.1714286	0.1666667	0.25	0.0882353	0.195122	0.1904762	0.3055556	0.1764706	0.2727273	0.1304348	0.2272727	0.0454545	0.2407407	0.1395349	0.1463415	0.3421053	0.1666667	0.1585366	0.2916667	0.1014493	0.1588785	0.1777778	0.1836735	0.0967742	0.2592593	0.2	0.2571429	0.0869565	0.2839506	
Red-winged Parrot (<em class="sci">Aprosmictus erythropterus</em>)	0.015625	0.0344828	0.0	0.0	0.025641	0.027027	0.0015	0.0	0.0	0.0909091	0.037037	0.0204082	0.0322581	0.027027	0.0	0.0	0.0	0.030303	0.0015	0.0285714	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0294118	0.0	0.0	0.0	0.0	0.0555556	0.0015	0.0243902	0.0015	0.0416667	0.1341463	0.0208333	0.0289855	0.0747664	0.0888889	0.0015	0.0322581	0.037037	0.05	0.0	0.0	0.0123457	
Turquoise Parrot (<em class="sci">Neophema pulchella</em>)	0.0015	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.05	0.0454545	0.0	0.0204082	0.0	0.027027	0.0	0.0	0.0	0.030303	0.1052632	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0454545	0.0	0.0454545	0.0	0.0185185	0.0232558	0.0243902	0.0015	0.0	0.0365854	0.0416667	0.0434783	0.0280374	0.0666667	0.0204082	0.0	0.0	0.05	0.0	0.0	0.0	
Crimson Rosella (<em class="sci">Platycercus elegans</em>)	0.203125	0.137931	0.0333333	0.2264151	0.1025641	0.2162162	0.25	0.2941176	0.15	0.2272727	0.037037	0.1020408	0.1935484	0.1351351	0.4255319	0.2195122	0.275	0.2727273	0.2105263	0.1428571	0.2619048	0.21875	0.0882353	0.195122	0.0	0.1944444	0.1764706	0.2272727	0.3043478	0.1818182	0.1818182	0.1851852	0.0930233	0.195122	0.2631579	0.2291667	0.2317073	0.1875	0.173913	0.1028037	0.1555556	0.122449	0.1935484	0.2222222	0.2	0.2285714	0.0434783	0.2469136	
Eastern Rosella (<em class="sci">Platycercus eximius</em>)	0.25	0.2758621	0.1333333	0.2075472	0.1794872	0.3513514	0.1944444	0.3235294	0.3	0.1818182	0.1481481	0.3061224	0.3548387	0.5135135	0.3617021	0.2926829	0.425	0.3636364	0.4736842	0.3428571	0.2380952	0.40625	0.3529412	0.195122	0.3333333	0.5	0.5	0.3181818	0.4782609	0.3181818	0.3181818	0.4814815	0.3255814	0.2926829	0.6842105	0.3541667	0.4512195	0.4375	0.4492754	0.3084112	0.5111111	0.4081633	0.3548387	0.4074074	0.25	0.3428571	0.2173913	0.3703704	
Pale-headed Rosella (<em class="sci">Platycercus adscitus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-rumped Parrot (<em class="sci">Psephotus haematonotus</em>)	0.28125	0.2413793	0.2666667	0.1320755	0.1282051	0.2702703	0.1388889	0.2352941	0.6	0.1818182	0.2222222	0.1632653	0.1290323	0.2432432	0.1489362	0.097561	0.375	0.3030303	0.3157895	0.1142857	0.2142857	0.1875	0.2941176	0.2195122	0.1428571	0.3055556	0.2941176	0.2272727	0.3478261	0.2272727	0.2272727	0.3333333	0.2325581	0.1707317	0.2631579	0.2291667	0.1707317	0.2916667	0.1884058	0.2803738	0.1777778	0.3061224	0.3548387	0.3333333	0.3	0.2285714	0.2608696	0.2098765	
Budgerigar (<em class="sci">Melopsittacus undulatus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0606061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Little Lorikeet (<em class="sci">Psitteuteles pusillus</em>)	0.0015	0.0	0.1333333	0.0	0.025641	0.027027	0.0833333	0.0588235	0.0	0.0909091	0.0740741	0.0408163	0.0	0.027027	0.0212766	0.0487805	0.05	0.0909091	0.1052632	0.0857143	0.0	0.0	0.0294118	0.0243902	0.047619	0.0555556	0.0	0.0454545	0.0	0.0	0.1363636	0.0555556	0.0697674	0.0731707	0.0	0.0416667	0.0853659	0.0208333	0.0869565	0.0560748	0.0222222	0.0204082	0.0	0.0	0.05	0.0285714	0.0	0.0	
Musk Lorikeet (<em class="sci">Trichoglossus concinnus</em>)	0.0625	0.0689655	0.0666667	0.0566038	0.0512821	0.0810811	0.1944444	0.1470588	0.1	0.1363636	0.1851852	0.0816327	0.1612903	0.0540541	0.1489362	0.097561	0.15	0.030303	0.1052632	0.0857143	0.0015	0.0625	0.0588235	0.0487805	0.1428571	0.1944444	0.0882353	0.0909091	0.0869565	0.0454545	0.0909091	0.1851852	0.0697674	0.1219512	0.1315789	0.1041667	0.2073171	0.25	0.115942	0.1682243	0.1777778	0.0816327	0.2258065	0.037037	0.3	0.0857143	0.0434783	0.0617284	
Scaly-breasted Lorikeet (<em class="sci">Trichoglossus chlorolepidotus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rainbow Lorikeet (<em class="sci">Trichoglossus moluccanus</em>)	0.0625	0.0	0.0666667	0.0566038	0.025641	0.0540541	0.0277778	0.0294118	0.0	0.1363636	0.1111111	0.0612245	0.0322581	0.0810811	0.0851064	0.1707317	0.175	0.0909091	0.0	0.0857143	0.0238095	0.03125	0.0294118	0.097561	0.2380952	0.1666667	0.1764706	0.0909091	0.1304348	0.0909091	0.0454545	0.0740741	0.0697674	0.0487805	0.2105263	0.0416667	0.0487805	0.0208333	0.0289855	0.0747664	0.0666667	0.0408163	0.0322581	0.0	0.1	0.0285714	0.0434783	0.0864198	
Musk x Rainbow Lorikeet (hybrid) (<em class="sci">Trichoglossus concinnus x moluccanus</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
lorikeet sp. (<em class="sci">Psittaculidae sp. (lorikeet sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
parrot sp. (<em class="sci">Psittaciformes sp. (parrot sp.)</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123457	
Superb Lyrebird (<em class="sci">Menura novaehollandiae</em>)	0.03125	0.0	0.0333333	0.0377358	0.0015	0.027027	0.0833333	0.0	0.0	0.1363636	0.0	0.0	0.0322581	0.0	0.106383	0.0243902	0.0	0.0606061	0.0	0.0857143	0.1428571	0.03125	0.0294118	0.0487805	0.047619	0.0277778	0.0	0.0454545	0.0434783	0.0	0.0	0.0	0.0232558	0.0	0.0	0.0208333	0.0487805	0.0	0.057971	0.046729	0.0	0.0612245	0.0015	0.0740741	0.1	0.1428571	0.0	0.0123457	
Green Catbird (<em class="sci">Ailuroedus crassirostris</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0093458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Satin Bowerbird (<em class="sci">Ptilonorhynchus violaceus</em>)	0.078125	0.0689655	0.0333333	0.0377358	0.0769231	0.0	0.0555556	0.0882353	0.0	0.0	0.1111111	0.0816327	0.0645161	0.0540541	0.0638298	0.1219512	0.175	0.1818182	0.0526316	0.0285714	0.0952381	0.1875	0.0588235	0.097561	0.1428571	0.0833333	0.1470588	0.1363636	0.1304348	0.0909091	0.0	0.1481481	0.0232558	0.1219512	0.1842105	0.0416667	0.1097561	0.1875	0.0724638	0.0934579	0.1111111	0.1428571	0.0645161	0.1481481	0.05	0.1142857	0.0434783	0.1728395	
White-throated Treecreeper (<em class="sci">Cormobates leucophaea</em>)	0.265625	0.1034483	0.2333333	0.2264151	0.3076923	0.1351351	0.5	0.4117647	0.25	0.4090909	0.4074074	0.2857143	0.2258065	0.2432432	0.2553191	0.1707317	0.125	0.1515152	0.4736842	0.2	0.3809524	0.28125	0.2058824	0.2439024	0.2380952	0.1666667	0.2058824	0.3181818	0.2173913	0.1363636	0.0909091	0.2777778	0.1627907	0.2926829	0.1578947	0.2083333	0.2804878	0.3333333	0.2608696	0.271028	0.1777778	0.2040816	0.1290323	0.1481481	0.15	0.1428571	0.173913	0.2592593	
Red-browed Treecreeper (<em class="sci">Climacteris erythrops</em>)	0.046875	0.0344828	0.0	0.0188679	0.0512821	0.0	0.2222222	0.0	0.0	0.1818182	0.0	0.0204082	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0952381	0.03125	0.0	0.0243902	0.0	0.0277778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263158	0.0208333	0.0121951	0.0	0.0434783	0.0	0.0	0.0	0.0	0.1111111	0.1	0.0285714	0.0	0.037037	
Brown Treecreeper (<em class="sci">Climacteris picumnus</em>)	0.0625	0.0344828	0.2666667	0.0566038	0.0512821	0.027027	0.0277778	0.0588235	0.15	0.1363636	0.2222222	0.1020408	0.0322581	0.0540541	0.0212766	0.0487805	0.075	0.0606061	0.1578947	0.0285714	0.0238095	0.03125	0.1470588	0.0487805	0.0	0.0555556	0.0	0.1363636	0.0	0.1818182	0.1363636	0.0555556	0.1627907	0.1707317	0.0263158	0.1041667	0.1341463	0.1041667	0.173913	0.1869159	0.1777778	0.1428571	0.0645161	0.0740741	0.1	0.0015	0.0	0.0864198	
Southern Emuwren (<em class="sci">Stipiturus malachurus</em>)	0.015625	0.0344828	0.0	0.0	0.0	0.0	0.0	0.0294118	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0285714	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0285714	0.0	0.0123457	
Purple-backed Fairywren (<em class="sci">Malurus assimilis</em>)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0204082	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0263158	0.0208333	0.0243902	0.0416667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Variegated Fairywren (<em class="sci">Malurus lamberti</em>)	0.015625	0.0	0.0	0.0	0.0	0.0	0.0	0.0294118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0243902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0365854	0.0	0.0144928	0.0	0.0	0.0	0.0322581	0.0	0.0	0.0	0.0	0.0	
